case_id,disease,language,transcript,symptom_keys,symptom_count,template_id,split,source
PC-00537,Diabetes,hiligaynon,"Nagabalati ako sang blurred and distorted vision, excessive hunger, increased appetite, irregular sugar level, lethargy, sobra sa timbang, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_3,train,archive_source/dataset.csv
PC-00538,Diabetes,hiligaynon,"Subong may blurred and distorted vision, excessive hunger, increased appetite, irregular sugar level, lethargy, sobra sa timbang, polyuria, restlessness, kag weight loss ang pasyente.",blurred_and_distorted_vision;excessive_hunger;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_4,train,archive_source/dataset.csv
PC-00539,Diabetes,hiligaynon,"Kag blurred and distorted vision, excessive hunger, increased appetite, irregular sugar level, lethargy, sobra sa timbang, polyuria, restlessness, kag weight loss ko sa sulod sang isa ka semana.",blurred_and_distorted_vision;excessive_hunger;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_5,train,archive_source/dataset.csv
PC-00540,Diabetes,mixed,"May blurred and distorted vision kag excessive hunger ang pasyente. Also reports increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,mixed_1,train,archive_source/dataset.csv
PC-00541,Diabetes,english,"I have been having blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and restlessness for a few days.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,en_1,train,archive_source/dataset.csv
PC-00542,Diabetes,english,"The patient complains of blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and restlessness.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,en_2,train,archive_source/dataset.csv
PC-00543,Diabetes,english,"My symptoms include blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and restlessness.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,en_3,train,archive_source/dataset.csv
PC-00544,Diabetes,english,"For the past week I have experienced blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and restlessness.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,en_4,train,archive_source/dataset.csv
PC-00545,Diabetes,english,"I came in because of blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and restlessness.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,en_5,train,archive_source/dataset.csv
PC-00546,Diabetes,english,"Lately I feel blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and restlessness.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,en_6,train,archive_source/dataset.csv
PC-00547,Diabetes,hiligaynon,"May blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, overweight, polyuria, kag restlessness ako.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,hil_1,train,archive_source/dataset.csv
PC-00548,Diabetes,hiligaynon,"Ang pasyente may blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, overweight, polyuria, kag restlessness.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,hil_2,train,archive_source/dataset.csv
PC-00549,Diabetes,hiligaynon,"Nagabalati ako sang blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, overweight, polyuria, kag restlessness.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,hil_3,train,archive_source/dataset.csv
PC-00550,Diabetes,hiligaynon,"Subong may blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, overweight, polyuria, kag restlessness ang pasyente.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,hil_4,train,archive_source/dataset.csv
PC-00551,Diabetes,hiligaynon,"Kag blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, overweight, polyuria, kag restlessness ko sa sulod sang isa ka semana.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,hil_5,train,archive_source/dataset.csv
PC-00552,Diabetes,mixed,"May blurred and distorted vision kag excessive hunger ang pasyente. Also reports fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and restlessness.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness,9,mixed_1,train,archive_source/dataset.csv
PC-00553,Diabetes,english,"I have been having blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and weight loss for a few days.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,en_1,train,archive_source/dataset.csv
PC-00554,Diabetes,english,"The patient complains of blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,en_2,train,archive_source/dataset.csv
PC-00555,Diabetes,english,"My symptoms include blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,en_3,train,archive_source/dataset.csv
PC-00556,Diabetes,english,"For the past week I have experienced blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,en_4,train,archive_source/dataset.csv
PC-00557,Diabetes,english,"I came in because of blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,en_5,train,archive_source/dataset.csv
PC-00558,Diabetes,english,"Lately I feel blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,en_6,train,archive_source/dataset.csv
PC-00559,Diabetes,hiligaynon,"May blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, sobra sa timbang, polyuria, kag weight loss ako.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,hil_1,train,archive_source/dataset.csv
PC-00560,Diabetes,hiligaynon,"Ang pasyente may blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, sobra sa timbang, polyuria, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,hil_2,train,archive_source/dataset.csv
PC-00561,Diabetes,hiligaynon,"Nagabalati ako sang blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, sobra sa timbang, polyuria, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,hil_3,train,archive_source/dataset.csv
PC-00562,Diabetes,hiligaynon,"Subong may blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, sobra sa timbang, polyuria, kag weight loss ang pasyente.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,hil_4,train,archive_source/dataset.csv
PC-00563,Diabetes,hiligaynon,"Kag blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, sobra sa timbang, polyuria, kag weight loss ko sa sulod sang isa ka semana.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,hil_5,train,archive_source/dataset.csv
PC-00564,Diabetes,mixed,"May blurred and distorted vision kag excessive hunger ang pasyente. Also reports fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;weight_loss,9,mixed_1,train,archive_source/dataset.csv
PC-00565,Diabetes,english,"I have been having blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, obesity, polyuria, restlessness and weight loss for a few days.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,en_1,train,archive_source/dataset.csv
PC-00566,Diabetes,english,"The patient complains of blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,en_2,train,archive_source/dataset.csv
PC-00567,Diabetes,english,"My symptoms include blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,en_3,train,archive_source/dataset.csv
PC-00568,Diabetes,english,"For the past week I have experienced blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,en_4,train,archive_source/dataset.csv
PC-00569,Diabetes,english,"I came in because of blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,en_5,train,archive_source/dataset.csv
PC-00570,Diabetes,english,"Lately I feel blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,en_6,train,archive_source/dataset.csv
PC-00571,Diabetes,hiligaynon,"May blurred and distorted vision, excessive hunger, ginakapoy, increased appetite, irregular sugar level, sobra sa timbang, polyuria, restlessness, kag weight loss ako.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,hil_1,train,archive_source/dataset.csv
PC-00572,Diabetes,hiligaynon,"Ang pasyente may blurred and distorted vision, excessive hunger, ginakapoy, increased appetite, irregular sugar level, sobra sa timbang, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,hil_2,train,archive_source/dataset.csv
PC-00573,Diabetes,hiligaynon,"Nagabalati ako sang blurred and distorted vision, excessive hunger, ginakapoy, increased appetite, irregular sugar level, sobra sa timbang, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,hil_3,train,archive_source/dataset.csv
PC-00574,Diabetes,hiligaynon,"Subong may blurred and distorted vision, excessive hunger, ginakapoy, increased appetite, irregular sugar level, sobra sa timbang, polyuria, restlessness, kag weight loss ang pasyente.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,hil_4,train,archive_source/dataset.csv
PC-00575,Diabetes,hiligaynon,"Kag blurred and distorted vision, excessive hunger, ginakapoy, increased appetite, irregular sugar level, sobra sa timbang, polyuria, restlessness, kag weight loss ko sa sulod sang isa ka semana.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,hil_5,train,archive_source/dataset.csv
PC-00576,Diabetes,mixed,"May blurred and distorted vision kag excessive hunger ang pasyente. Also reports fatigue, increased appetite, irregular sugar level, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;obesity;polyuria;restlessness;weight_loss,9,mixed_1,train,archive_source/dataset.csv
PC-00577,Diabetes,english,"I have been having blurred and distorted vision, excessive hunger, fatigue, increased appetite, lethargy, obesity, polyuria, restlessness and weight loss for a few days.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_1,train,archive_source/dataset.csv
PC-00578,Diabetes,english,"The patient complains of blurred and distorted vision, excessive hunger, fatigue, increased appetite, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_2,train,archive_source/dataset.csv
PC-00579,Diabetes,english,"My symptoms include blurred and distorted vision, excessive hunger, fatigue, increased appetite, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_3,train,archive_source/dataset.csv
PC-00580,Diabetes,english,"For the past week I have experienced blurred and distorted vision, excessive hunger, fatigue, increased appetite, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_4,train,archive_source/dataset.csv
PC-00581,Diabetes,english,"I came in because of blurred and distorted vision, excessive hunger, fatigue, increased appetite, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_5,train,archive_source/dataset.csv
PC-00582,Diabetes,english,"Lately I feel blurred and distorted vision, excessive hunger, fatigue, increased appetite, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_6,train,archive_source/dataset.csv
PC-00583,Diabetes,hiligaynon,"May blurred and distorted vision, excessive hunger, kakapoy, increased appetite, lethargy, sobrang taba, polyuria, restlessness, kag weight loss ako.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_1,train,archive_source/dataset.csv
PC-00584,Diabetes,hiligaynon,"Ang pasyente may blurred and distorted vision, excessive hunger, kakapoy, increased appetite, lethargy, sobrang taba, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_2,train,archive_source/dataset.csv
PC-00585,Diabetes,hiligaynon,"Nagabalati ako sang blurred and distorted vision, excessive hunger, kakapoy, increased appetite, lethargy, sobrang taba, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_3,train,archive_source/dataset.csv
PC-00586,Diabetes,hiligaynon,"Subong may blurred and distorted vision, excessive hunger, kakapoy, increased appetite, lethargy, sobrang taba, polyuria, restlessness, kag weight loss ang pasyente.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_4,train,archive_source/dataset.csv
PC-00587,Diabetes,hiligaynon,"Kag blurred and distorted vision, excessive hunger, kakapoy, increased appetite, lethargy, sobrang taba, polyuria, restlessness, kag weight loss ko sa sulod sang isa ka semana.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_5,train,archive_source/dataset.csv
PC-00588,Diabetes,mixed,"May blurred and distorted vision kag excessive hunger ang pasyente. Also reports fatigue, increased appetite, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;lethargy;obesity;polyuria;restlessness;weight_loss,9,mixed_1,train,archive_source/dataset.csv
PC-00589,Diabetes,english,"I have been having excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss for a few days.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_1,train,archive_source/dataset.csv
PC-00590,Diabetes,english,"The patient complains of excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_2,train,archive_source/dataset.csv
PC-00591,Diabetes,english,"My symptoms include excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_3,train,archive_source/dataset.csv
PC-00592,Diabetes,english,"For the past week I have experienced excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_4,train,archive_source/dataset.csv
PC-00593,Diabetes,english,"I came in because of excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_5,train,archive_source/dataset.csv
PC-00594,Diabetes,english,"Lately I feel excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_6,train,archive_source/dataset.csv
PC-00595,Diabetes,hiligaynon,"May excessive hunger, ginakapoy, increased appetite, irregular sugar level, lethargy, mataba, polyuria, restlessness, kag weight loss ako.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_1,train,archive_source/dataset.csv
PC-00596,Diabetes,hiligaynon,"Ang pasyente may excessive hunger, ginakapoy, increased appetite, irregular sugar level, lethargy, mataba, polyuria, restlessness, kag weight loss.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_2,train,archive_source/dataset.csv
PC-00597,Diabetes,hiligaynon,"Nagabalati ako sang excessive hunger, ginakapoy, increased appetite, irregular sugar level, lethargy, mataba, polyuria, restlessness, kag weight loss.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_3,train,archive_source/dataset.csv
PC-00598,Diabetes,hiligaynon,"Subong may excessive hunger, ginakapoy, increased appetite, irregular sugar level, lethargy, mataba, polyuria, restlessness, kag weight loss ang pasyente.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_4,train,archive_source/dataset.csv
PC-00599,Diabetes,hiligaynon,"Kag excessive hunger, ginakapoy, increased appetite, irregular sugar level, lethargy, mataba, polyuria, restlessness, kag weight loss ko sa sulod sang isa ka semana.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_5,train,archive_source/dataset.csv
PC-00600,Diabetes,mixed,"May excessive hunger kag ginakapoy ang pasyente. Also reports increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,mixed_1,train,archive_source/dataset.csv
PC-00601,Diabetes,english,"I have been having blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, polyuria, restlessness and weight loss for a few days.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,en_1,train,archive_source/dataset.csv
PC-00602,Diabetes,english,"The patient complains of blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,en_2,train,archive_source/dataset.csv
PC-00603,Diabetes,english,"My symptoms include blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,en_3,train,archive_source/dataset.csv
PC-00604,Diabetes,english,"For the past week I have experienced blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,en_4,train,archive_source/dataset.csv
PC-00605,Diabetes,english,"I came in because of blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,en_5,train,archive_source/dataset.csv
PC-00606,Diabetes,english,"Lately I feel blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,en_6,train,archive_source/dataset.csv
PC-00607,Diabetes,hiligaynon,"May blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, polyuria, restlessness, kag weight loss ako.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,hil_1,train,archive_source/dataset.csv
PC-00608,Diabetes,hiligaynon,"Ang pasyente may blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,hil_2,train,archive_source/dataset.csv
PC-00609,Diabetes,hiligaynon,"Nagabalati ako sang blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,hil_3,train,archive_source/dataset.csv
PC-00610,Diabetes,hiligaynon,"Subong may blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, polyuria, restlessness, kag weight loss ang pasyente.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,hil_4,train,archive_source/dataset.csv
PC-00611,Diabetes,hiligaynon,"Kag blurred and distorted vision, excessive hunger, kakapoy, increased appetite, irregular sugar level, lethargy, polyuria, restlessness, kag weight loss ko sa sulod sang isa ka semana.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,hil_5,train,archive_source/dataset.csv
PC-00612,Diabetes,mixed,"May blurred and distorted vision kag excessive hunger ang pasyente. Also reports fatigue, increased appetite, irregular sugar level, lethargy, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;excessive_hunger;fatigue;increased_appetite;irregular_sugar_level;lethargy;polyuria;restlessness;weight_loss,9,mixed_1,train,archive_source/dataset.csv
PC-00613,Diabetes,english,"I have been having blurred and distorted vision, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss for a few days.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_1,train,archive_source/dataset.csv
PC-00614,Diabetes,english,"The patient complains of blurred and distorted vision, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_2,train,archive_source/dataset.csv
PC-00615,Diabetes,english,"My symptoms include blurred and distorted vision, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_3,train,archive_source/dataset.csv
PC-00616,Diabetes,english,"For the past week I have experienced blurred and distorted vision, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_4,train,archive_source/dataset.csv
PC-00617,Diabetes,english,"I came in because of blurred and distorted vision, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_5,train,archive_source/dataset.csv
PC-00618,Diabetes,english,"Lately I feel blurred and distorted vision, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness and weight loss.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,en_6,train,archive_source/dataset.csv
PC-00619,Diabetes,hiligaynon,"May blurred and distorted vision, kakapoy, increased appetite, irregular sugar level, lethargy, overweight, polyuria, restlessness, kag weight loss ako.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_1,train,archive_source/dataset.csv
PC-00620,Diabetes,hiligaynon,"Ang pasyente may blurred and distorted vision, kakapoy, increased appetite, irregular sugar level, lethargy, overweight, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_2,train,archive_source/dataset.csv
PC-00621,Diabetes,hiligaynon,"Nagabalati ako sang blurred and distorted vision, kakapoy, increased appetite, irregular sugar level, lethargy, overweight, polyuria, restlessness, kag weight loss.",blurred_and_distorted_vision;fatigue;increased_appetite;irregular_sugar_level;lethargy;obesity;polyuria;restlessness;weight_loss,9,hil_3,train,archive_source/dataset.csv
