complaint_id,complaint,language,expected_class,status
CC02429,My child has abnormal anterior cricoarytenoid muscle morphology. [2429],english,,active
CC02430,I have asthma and constipation. [2430],english,,active
CC02431,My sugar is high. [2431],english,,active
CC02432,I have aberrant neuronal branching. [2432],english,,active
CC02433,Temperature 38.2 with abnormal automated kinetic perimetry test. [2433],english,,active
CC02434,I fainted. [2434],english,,active
CC02435,I have been experiencing abnormal appendicular skeleton morphology. [2435],english,,active
CC02436,I need a follow-up. [2436],english,,active
CC02437,I cannot breathe. [2437],english,,active
CC02438,I have been experiencing abnormal biliary tract physiology. [2438],english,,active
CC02439,Temperature 39.0 with 5-fluorouracil exposure. [2439],english,,active
CC02440,I have asthma and abnormal cardiovascular system physiology. [2440],english,,active
CC02441,I cannot breathe. [2441],english,,active
CC02442,I feel abn lev substnc nonmed source in specmn from oth org/tiss. [2442],english,,active
CC02443,I fainted. [2443],english,,active
CC02444,My sugar is high. [2444],english,,active
CC02445,I have diabetes and abnormal arachnoid mater morphology. [2445],english,,active
CC02446,Severe abnormal axial skeleton morphology since 5 days. [2446],english,,active
CC02447,Severe abnormal bone marrow cell morphology since 5 days. [2447],english,,active
CC02448,My chest hurts. [2448],english,,active
CC02449,My wound is infected. [2449],english,,active
CC02450,My baby keeps vomiting. [2450],english,,active
CC02451,My leg hurts. [2451],english,,active
CC02452,I have been experiencing abnormal antihelix morphology. [2452],english,,active
CC02453,My baby keeps vomiting. [2453],english,,active
CC02454,I have asthma and itching. [2454],english,,active
CC02455,I fainted. [2455],english,,active
CC02456,I have been experiencing abnormal cd4+ t cell proportion. [2456],english,,active
CC02457,Severe abnormal amplitude of pattern electroretinogram since today. [2457],english,,active
CC02458,I have diabetes and abnormal cardiac magnetic resonance imaging. [2458],english,,active
CC02459,I am pregnant and have abnormal b cells. [2459],english,,active
CC02460,My left arm is numb. [2460],english,,active
CC02461,Temperature 39.5 with abdominal colic. [2461],english,,active
CC02462,"No abnormal blood cl concentration, only tired. [2462]",english,,active
CC02463,I have diabetes and abnormal 4th toe morphology. [2463],english,,active
CC02464,My child has abn radlgc findings on dx imaging of other urinary organs. [2464],english,,active
CC02465,"No shortness of breath, only tired. [2465]",english,,active
CC02466,I have asthma and 2-hydroxy-3-methylvaleric acid high in urine. [2466],english,,active
CC02467,I have been experiencing 2'-deoxyadenosine (dado) elevated in urine. [2467],english,,active
CC02468,I have been experiencing abn histolog findings in specmn from female genital organs. [2468],english,,active
CC02469,My baby keeps vomiting. [2469],english,,active
CC02470,Severe abnormal 3rd metacarpal epiphysis morphology since 1 day. [2470],english,,active
CC02471,I feel 5-minute apgar score of 0. [2471],english,,active
CC02472,I cannot breathe. [2472],english,,active
CC02473,My back hurts. [2473],english,,active
CC02474,I need a follow-up. [2474],english,,active
CC02475,My sugar is high. [2475],english,,active
CC02476,Pain 5/10 in my stomach for today. [2476],english,,active
CC02477,I have been experiencing abnormal cardiomyocyte mitochondrial morphology. [2477],english,,active
CC02478,My left arm is numb. [2478],english,,active
CC02479,I have been experiencing a decline or reduced social expression and social connectedness. [2479],english,,active
CC02480,I need a follow-up. [2480],english,,active
CC02481,My wound is infected. [2481],english,,active
CC02482,I cannot breathe. [2482],english,,active
CC02483,Temperature 37.8 with abdominal pain. [2483],english,,active
CC02484,I cannot breathe. [2484],english,,active
CC02485,I have abnormal aortic valve cusp morphology for since yesterday. [2485],english,,active
CC02486,"No abnormal bone marrow cell morphology, only tired. [2486]",english,,active
CC02487,"No dizziness, only tired. [2487]",english,,active
CC02488,I have asthma and abdominal symptom. [2488],english,,active
CC02489,My blood pressure is high. [2489],english,,active
CC02490,I feel abnormal amino acid levels in cerebrospinal fluid. [2490],english,,active
CC02491,My baby keeps vomiting. [2491],english,,active
CC02492,I have abn lev substnc nonmed source in specmn from resp org/thrx. [2492],english,,active
CC02493,I need medicine refill. [2493],english,,active
CC02494,"No abnormal bronchus morphology, only tired. [2494]",english,,active
CC02495,I need medicine refill. [2495],english,,active
CC02496,I fainted. [2496],english,,active
CC02497,My sugar is high. [2497],english,,active
CC02498,Severe abnormal apolipoprotein level since 1 week. [2498],english,,active
CC02499,"No abn microbiolog findings in specmn from male genital organs, only tired. [2499]",english,,active
CC02500,I cannot breathe. [2500],english,,active
CC02501,I have abnormal 5th finger phalanx morphology for 3 days. [2501],english,,active
CC02502,I have been experiencing abnormal cardiac cath. [2502],english,,active
CC02503,I need a follow-up. [2503],english,,active
CC02504,I have been experiencing abnormal base excess. [2504],english,,active
CC02505,My left arm is numb. [2505],english,,active
CC02506,Mild abnormal alpha-aminobutyrate levels in cerebrospinal fluid today. [2506],english,,active
CC02507,Temperature 37.8 with abnormal carotid artery morphology. [2507],english,,active
CC02508,My chest hurts. [2508],english,,active
CC02509,My ear hurts. [2509],english,,active
CC02510,Severe abnormal cd4+cd25+ regulatory t cell proportion since 5 days. [2510],english,,active
CC02511,I am pregnant and have abnormal cardiac septum morphology. [2511],english,,active
CC02512,My baby keeps vomiting. [2512],english,,active
CC02513,I need medicine refill. [2513],english,,active
CC02514,My wound is infected. [2514],english,,active
CC02515,Mild abnormal bladder morphology today. [2515],english,,active
CC02516,I have abnormal blood-gas level for 2 days. [2516],english,,active
CC02517,I have been experiencing abnormal alveolar volume. [2517],english,,active
CC02518,I need a follow-up. [2518],english,,active
CC02519,I have asthma and abnormal cd25 upregulation upon tcr activation. [2519],english,,active
CC02520,I have been experiencing fainting. [2520],english,,active
CC02521,I feel abnormal cardiomyocyte connexin43 staining. [2521],english,,active
CC02522,I have diabetes and abducens nerve palsy. [2522],english,,active
CC02523,Temperature 38.5 with abdominal pain. [2523],english,,active
CC02524,My sugar is high. [2524],english,,active
CC02525,I have been experiencing ablepharon of eyelid. [2525],english,,active
CC02526,I need a follow-up. [2526],english,,active
CC02527,I have asthma and abnormal blood urea nitrogen concentration. [2527],english,,active
CC02528,I feel ear pain. [2528],english,,active
CC02529,Severe abn results of function studies of ear and oth sp senses since 3 hours. [2529],english,,active
CC02530,I have asthma and abnormal blink rate. [2530],english,,active
CC02531,My sugar is high. [2531],english,,active
CC02532,I fainted. [2532],english,,active
CC02533,My child has abdominal symptom. [2533],english,,active
CC02534,I have asthma and abnormal brain pet scan. [2534],english,,active
CC02535,I feel abnormal brain-evoked potentials. [2535],english,,active
CC02536,My leg hurts. [2536],english,,active
CC02537,My chest hurts. [2537],english,,active
CC02538,I am pregnant and have abnormal blood oxygen level. [2538],english,,active
CC02539,I am pregnant and have abnormal auditory function study. [2539],english,,active
CC02540,I feel abnormal blood carbon dioxide level. [2540],english,,active
CC02541,My eye hurts. [2541],english,,active
CC02542,I have 5-minute apgar score of 5 for 1 day. [2542],english,,active
CC02543,My blood pressure is high. [2543],english,,active
CC02544,My baby keeps vomiting. [2544],english,,active
CC02545,My back hurts. [2545],english,,active
CC02546,My wound is infected. [2546],english,,active
CC02547,"I have been experiencing 46,xy gonadal dysgenesis. [2547]",english,,active
CC02548,Pain 7/10 in my leg for 5 days. [2548],english,,active
CC02549,My baby keeps vomiting. [2549],english,,active
CC02550,Mild abnormal blood o2 level today. [2550],english,,active
CC02551,I have been experiencing abdominal symptom. [2551],english,,active
CC02552,I have abn lev drug/meds/biol subst in specmn from male gntl organs for since yesterday. [2552],english,,active
CC02553,I have asthma and vomiting. [2553],english,,active
CC02554,I have asthma and abnormal blood 5-methyltetrahydrofolate level. [2554],english,,active
CC02555,I fainted. [2555],english,,active
CC02556,My blood pressure is high. [2556],english,,active
CC02557,Pain 9/10 in my chest for 2 days. [2557],english,,active
CC02558,I need a follow-up. [2558],english,,active
CC02559,I need a follow-up. [2559],english,,active
CC02560,I have abnormal 5th toe morphology. [2560],english,,active
CC02561,I fainted. [2561],english,,active
CC02562,Pain 2/10 in my back for 2 days. [2562],english,,active
CC02563,My blood pressure is high. [2563],english,,active
CC02564,My blood pressure is high. [2564],english,,active
CC02565,Mild abdominal situs inversus today. [2565],english,,active
CC02566,I need medicine refill. [2566],english,,active
CC02567,I cannot breathe. [2567],english,,active
CC02568,My baby keeps vomiting. [2568],english,,active
CC02569,Severe abnormal brain n-acetyl aspartate level by mrs since since yesterday. [2569],english,,active
CC02570,I have been experiencing abnormal auditory function study. [2570],english,,active
CC02571,Temperature 39.5 with abnormal abducens nerve morphology. [2571],english,,active
CC02572,I am pregnant and have abdominal symptom. [2572],english,,active
CC02573,My blood pressure is high. [2573],english,,active
CC02574,Mild abnormal 5th metacarpal morphology today. [2574],english,,active
CC02575,I am pregnant and have abnormal cardiac septum morphology. [2575],english,,active
CC02576,I am pregnant and have abnormal arcuate artery endothelium morphology. [2576],english,,active
CC02577,Mild abnormal cd8+ t cell subset proportion today. [2577],english,,active
CC02578,I have abnormal alveolar epithelial type ii cell morphology. [2578],english,,active
CC02579,I feel abnormal blood vessel morphology. [2579],english,,active
CC02580,Temperature 39.0 with abnormal alpha granule content. [2580],english,,active
CC02581,Severe abnormal bpd since 5 days. [2581],english,,active
CC02582,Mild abnormal alveolar ridge morphology today. [2582],english,,active
CC02583,Temperature 38.5 with abnormal branching pattern of the aortic arch. [2583],english,,active
CC02584,I am pregnant and have abnormal cd4+ t cell subsets. [2584],english,,active
CC02585,"No 5-minute apgar score of 0, only tired. [2585]",english,,active
CC02586,I have abducens nerve paresis for 3 days. [2586],english,,active
CC02587,Mild abdominal symptom today. [2587],english,,active
CC02588,My child has abducens palsy. [2588],english,,active
CC02589,"No body pain, only tired. [2589]",english,,active
CC02590,I feel abnormal bowman space morphology. [2590],english,,active
CC02591,I need a follow-up. [2591],english,,active
CC02592,Severe abdominal situs ambiguus since 3 hours. [2592],english,,active
CC02593,I am pregnant and have 2-hydroxy-3-methylvaleric acid high in urine. [2593],english,,active
CC02594,My blood pressure is high. [2594],english,,active
CC02595,I have abnormal anus morphology. [2595],english,,active
CC02596,Temperature 39.5 with abn histolog findings in specmn from female genital organs. [2596],english,,active
CC02597,Pain 2/10 in my arm for today. [2597],english,,active
CC02598,My stomach hurts. [2598],english,,active
CC02599,I have been experiencing abnormal anterior chamber morphology. [2599],english,,active
CC02600,I fainted. [2600],english,,active
CC02601,My eye hurts. [2601],english,,active
CC02602,I need medicine refill. [2602],english,,active
CC02603,Severe abnormal brainstem auditory-evoked potentials since 3 hours. [2603],english,,active
CC02604,Mild a severe pyogenic infection of the epidural space today. [2604],english,,active
CC02605,I have diabetes and abnormal axial skeleton morphology. [2605],english,,active
CC02606,Mild 6 metacarpals today. [2606],english,,active
CC02607,My left arm is numb. [2607],english,,active
CC02608,I have abnormal amplitude of light-adapted single flash electroretinogram. [2608],english,,active
CC02609,Pain 4/10 in my back for today. [2609],english,,active
CC02610,I have abnormal amplitude of light-adapted flicker electroretinogram. [2610],english,,active
CC02611,I have been experiencing abnormal amyloid beta 42 peptide csf concentration. [2611],english,,active
CC02612,"No chest pain, only tired. [2612]",english,,active
CC02613,My left arm is numb. [2613],english,,active
CC02614,I am pregnant and have abdominal ectopia cordis. [2614],english,,active
CC02615,"No 2,8-dihydroxyadenine urinary crystals, only tired. [2615]",english,,active
CC02616,"No abnormal aryepiglottic fold morphology, only tired. [2616]",english,,active
CC02617,I have 2 vessel cord for since yesterday. [2617],english,,active
CC02618,Pain 8/10 in my back for 5 days. [2618],english,,active
CC02619,I need a follow-up. [2619],english,,active
CC02620,My sugar is high. [2620],english,,active
CC02621,I have been experiencing abnormal breast physiology. [2621],english,,active
CC02622,I am pregnant and have abnormal blood folate concentration. [2622],english,,active
CC02623,My blood pressure is high. [2623],english,,active
CC02624,I have asthma and abnormal brain imaging. [2624],english,,active
CC02625,I have abnormal cardiac atrial physiology. [2625],english,,active
CC02626,My child has abnormal cd25 upregulation upon tcr activation. [2626],english,,active
CC02627,Pain 2/10 in my head for 2 days. [2627],english,,active
CC02628,"No 5th finger middle phalangeal hypoplasia, only tired. [2628]",english,,active
CC02629,My child has vision loss. [2629],english,,active
CC02630,I cannot breathe. [2630],english,,active
CC02631,Severe abnormal carnosine levels in cerebrospinal fluid since 1 day. [2631],english,,active
CC02632,I cannot breathe. [2632],english,,active
CC02633,My wound is infected. [2633],english,,active
CC02634,My back hurts. [2634],english,,active
CC02635,My left arm is numb. [2635],english,,active
CC02636,I need a follow-up. [2636],english,,active
CC02637,I have abnormal cardiac index for 1 day. [2637],english,,active
CC02638,My blood pressure is high. [2638],english,,active
CC02639,Severe abnormal cd4:cd8 ratio since 3 days. [2639],english,,active
CC02640,I have abnormal b cell count for since yesterday. [2640],english,,active
CC02641,Mild abnormal brain fdg positron emission tomography today. [2641],english,,active
CC02642,I fainted. [2642],english,,active
CC02643,I have asthma and abn microbiolog findings in specmn from male genital organs. [2643],english,,active
CC02644,"No abn cytolog find in specmn from oth female genital organs, only tired. [2644]",english,,active
CC02645,I fainted. [2645],english,,active
CC02646,I have asthma and 2:1 av block. [2646],english,,active
CC02647,I need medicine refill. [2647],english,,active
CC02648,I fainted. [2648],english,,active
CC02649,I have asthma and abnormal ca2+ po4 regulating hormone level. [2649],english,,active
CC02650,"No abnormal cardiomyocyte dystrophin staining, only tired. [2650]",english,,active
CC02651,I have been experiencing abnormal auditory function study. [2651],english,,active
CC02652,I need medicine refill. [2652],english,,active
CC02653,I cannot breathe. [2653],english,,active
CC02654,Mild abnormal blood oxygen levels today. [2654],english,,active
CC02655,I fainted. [2655],english,,active
CC02656,Pain 9/10 in my eye for 1 week. [2656],english,,active
CC02657,"No a decline or reduced social expression and social connectedness, only tired. [2657]",english,,active
CC02658,I have abnormal blood coagulation studies. [2658],english,,active
CC02659,My back hurts. [2659],english,,active
CC02660,Severe aberrant melanosome maturation since this morning. [2660],english,,active
CC02661,I have sore throat. [2661],english,,active
CC02662,I have asthma and 4-layered lissencephaly. [2662],english,,active
CC02663,I cannot breathe. [2663],english,,active
CC02664,I have diabetes and shortness of breath. [2664],english,,active
CC02665,My baby keeps vomiting. [2665],english,,active
CC02666,Temperature 39.0 with abnormal automated kinetic perimetry test. [2666],english,,active
CC02667,I fainted. [2667],english,,active
CC02668,My left arm is numb. [2668],english,,active
CC02669,I fainted. [2669],english,,active
CC02670,My blood pressure is high. [2670],english,,active
CC02671,My head hurts. [2671],english,,active
CC02672,I am pregnant and have abnormal blood urea nitrogen concentration. [2672],english,,active
CC02673,My baby keeps vomiting. [2673],english,,active
CC02674,I cannot breathe. [2674],english,,active
CC02675,My sugar is high. [2675],english,,active
CC02676,My child has abnormal alpha granule distribution. [2676],english,,active
CC02677,Pain 7/10 in my arm for 1 day. [2677],english,,active
CC02678,I need a follow-up. [2678],english,,active
CC02679,I am pregnant and have abnormal arterial physiology. [2679],english,,active
CC02680,My abdomen hurts. [2680],english,,active
CC02681,My left arm is numb. [2681],english,,active
CC02682,Mild 4-hydroxyphenyllactic aciduria today. [2682],english,,active
CC02683,I have diabetes and aa amyloidosis. [2683],english,,active
CC02684,I feel 2-methylbutyryl glycinuria. [2684],english,,active
CC02685,I have diabetes and abnormal brain glutamine level by mrs. [2685],english,,active
CC02686,I have diabetes and abnormal cardiac index. [2686],english,,active
CC02687,I have abnormal alveolar ridge morphology for 5 days. [2687],english,,active
CC02688,My throat hurts. [2688],english,,active
CC02689,My left arm is numb. [2689],english,,active
CC02690,I have been experiencing sore throat. [2690],english,,active
CC02691,I have asthma and abnormal adrenal morphology. [2691],english,,active
CC02692,My leg hurts. [2692],english,,active
CC02693,I have abnormal aortic morphology for 3 days. [2693],english,,active
CC02694,I have diabetes and 2-hydroxyglutarate aciduria. [2694],english,,active
CC02695,I have abnormal amyloid beta peptide csf concentration. [2695],english,,active
CC02696,My sugar is high. [2696],english,,active
CC02697,Mild ablepharon of eyelid today. [2697],english,,active
CC02698,My blood pressure is high. [2698],english,,active
CC02699,"No abnormal anus position, only tired. [2699]",english,,active
CC02700,My sugar is high. [2700],english,,active
CC02701,Pain 9/10 in my back for 2 days. [2701],english,,active
CC02702,"No abnormal bronchoalveolar lavage fluid morphology, only tired. [2702]",english,,active
CC02703,I have abnormal 4th metacarpal morphology for since yesterday. [2703],english,,active
CC02704,My left arm is numb. [2704],english,,active
CC02705,I need a follow-up. [2705],english,,active
CC02706,My sugar is high. [2706],english,,active
CC02707,My baby keeps vomiting. [2707],english,,active
CC02708,I need medicine refill. [2708],english,,active
CC02709,"No abnormal bowel sounds, only tired. [2709]",english,,active
CC02710,I need a follow-up. [2710],english,,active
CC02711,I am pregnant and have abnormal aryepiglottic folds. [2711],english,,active
CC02712,I have diabetes and abnormal 2nd metacarpal morphology. [2712],english,,active
CC02713,My blood pressure is high. [2713],english,,active
CC02714,I am pregnant and have abnormal cd8-positive temra t cell proportion. [2714],english,,active
CC02715,"No abdominal distension, only tired. [2715]",english,,active
CC02716,My sugar is high. [2716],english,,active
CC02717,Severe abnormal aortic valve morphology since 1 week. [2717],english,,active
CC02718,I have asthma and abnormal ankle physiology. [2718],english,,active
CC02719,I have asthma and abnormal abdomen morphology. [2719],english,,active
CC02720,I have diabetes and abnormal brain n-acetyl aspartate level by magnetic resonance spectroscopy. [2720],english,,active
CC02721,My wound is infected. [2721],english,,active
CC02722,My sugar is high. [2722],english,,active
CC02723,Mild abnormal autonomic nervous system morphology today. [2723],english,,active
CC02724,"No 4-hydroxyphenyllactic aciduria, only tired. [2724]",english,,active
CC02725,I have diabetes and abnormal amniotic fluid protein concentration. [2725],english,,active
CC02726,I feel abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav. [2726],english,,active
CC02727,My left arm is numb. [2727],english,,active
CC02728,"My child has 46,xy gonadal dysgenesis. [2728]",english,,active
CC02729,My child has abnormal branched-chain amino acid levels in cerbrospinal fluid. [2729],english,,active
CC02730,I have abdominal organ duplication for since yesterday. [2730],english,,active
CC02731,I need medicine refill. [2731],english,,active
CC02732,I cannot breathe. [2732],english,,active
CC02733,I cannot breathe. [2733],english,,active
CC02734,I cannot breathe. [2734],english,,active
CC02735,I have constipation. [2735],english,,active
CC02736,I need medicine refill. [2736],english,,active
CC02737,Pain 5/10 in my arm for 5 days. [2737],english,,active
CC02738,I have 2nd-5th toe middle phalangeal hypoplasia. [2738],english,,active
CC02739,My left arm is numb. [2739],english,,active
CC02740,I have been experiencing abnormal cd4+ t cell subset proportion. [2740],english,,active
CC02741,My child has abnormal cd8+ t cell subsets. [2741],english,,active
CC02742,I need medicine refill. [2742],english,,active
CC02743,I have been experiencing 3-methylcrotonyl coa carboxylase low in fibroblasts. [2743],english,,active
CC02744,I have asthma and abdominal aortic dissection. [2744],english,,active
CC02745,My left arm is numb. [2745],english,,active
CC02746,My abdomen hurts. [2746],english,,active
CC02747,My left arm is numb. [2747],english,,active
CC02748,I have asthma and 5-minute apgar score of 3. [2748],english,,active
CC02749,I am pregnant and have abn lev drug/meds/biol subst in specmn from fem gntl organs. [2749],english,,active
CC02750,I need a follow-up. [2750],english,,active
CC02751,I have diabetes and abnormal arterial physiology. [2751],english,,active
CC02752,Severe 5-minute apgar score of 4 since 1 week. [2752],english,,active
CC02753,I have diabetes and abdominal cramps. [2753],english,,active
CC02754,My blood pressure is high. [2754],english,,active
CC02755,I have diabetes and abnormal alanine levels in cerebrospinal fluid. [2755],english,,active
CC02756,My left arm is numb. [2756],english,,active
CC02757,I need medicine refill. [2757],english,,active
CC02758,My child has aa amyloidosis. [2758],english,,active
CC02759,Mild 3-methylglutaconicaciduria today. [2759],english,,active
CC02760,I have abnormal buccal mucosa cell morphology for since yesterday. [2760],english,,active
CC02761,I have diabetes and 1-minute apgar score of 6. [2761],english,,active
CC02762,My child has swelling. [2762],english,,active
CC02763,My baby keeps vomiting. [2763],english,,active
CC02764,I need medicine refill. [2764],english,,active
CC02765,My leg hurts. [2765],english,,active
CC02766,My wound is infected. [2766],english,,active
CC02767,Severe abdominal pain since 1 day. [2767],english,,active
CC02768,I have been experiencing abdominal protuberance. [2768],english,,active
CC02769,I fainted. [2769],english,,active
CC02770,I have abdominal bloating. [2770],english,,active
CC02771,I have abnormal anatomic location of the heart. [2771],english,,active
CC02772,"I have been experiencing 2-methyl-2,3-dihydroxybutyrate high in urine. [2772]",english,,active
CC02773,Temperature 38.5 with abdominal aseptic abscess. [2773],english,,active
CC02774,Mild abnormal alpha granule content today. [2774],english,,active
CC02775,Mild abnormal blood clotting today. [2775],english,,active
CC02776,My left arm is numb. [2776],english,,active
CC02777,My blood pressure is high. [2777],english,,active
CC02778,My sugar is high. [2778],english,,active
CC02779,I have diabetes and abnormal arcuate artery endothelium morphology. [2779],english,,active
CC02780,My sugar is high. [2780],english,,active
CC02781,My throat hurts. [2781],english,,active
CC02782,I need medicine refill. [2782],english,,active
CC02783,I am pregnant and have sore throat. [2783],english,,active
CC02784,I need medicine refill. [2784],english,,active
CC02785,I feel abnormal brain fdg pet scan. [2785],english,,active
CC02786,Mild abdominal pain today. [2786],english,,active
CC02787,I have diabetes and abnormal alpha granules. [2787],english,,active
CC02788,I need medicine refill. [2788],english,,active
CC02789,I fainted. [2789],english,,active
CC02790,"No abnormal cardiac biomarker test, only tired. [2790]",english,,active
CC02791,My sugar is high. [2791],english,,active
CC02792,I fainted. [2792],english,,active
CC02793,I have 3-methylcrotonyl coa carboxylase low in fibroblasts. [2793],english,,active
CC02794,I have abdominal reflex absent for today. [2794],english,,active
CC02795,I have abn microbiolog findings in specmn from dgstv org/abd cav. [2795],english,,active
CC02796,I fainted. [2796],english,,active
CC02797,My sugar is high. [2797],english,,active
CC02798,My sugar is high. [2798],english,,active
CC02799,My eye hurts. [2799],english,,active
CC02800,"No abnormal blood monovalent inorganic cation concentration, only tired. [2800]",english,,active
CC02801,Temperature 38.2 with 10 pairs of ribs. [2801],english,,active
CC02802,I have seizure for 5 days. [2802],english,,active
CC02803,Pain 10/10 in my eye for 3 days. [2803],english,,active
CC02804,My wound is infected. [2804],english,,active
CC02805,I have 3-ketoacyl-coa thiolase (thio) deficiency for 5 days. [2805],english,,active
CC02806,I need a follow-up. [2806],english,,active
CC02807,I need a follow-up. [2807],english,,active
CC02808,My blood pressure is high. [2808],english,,active
CC02809,I am pregnant and have abnormal cardiac cath. [2809],english,,active
CC02810,I have asthma and abnormal antehelix. [2810],english,,active
CC02811,I have a decline or reduced social expression and social connectedness. [2811],english,,active
CC02812,My sugar is high. [2812],english,,active
CC02813,Pain 2/10 in my throat for 5 days. [2813],english,,active
CC02814,Mild abnormal aorta morphology today. [2814],english,,active
CC02815,I cannot breathe. [2815],english,,active
CC02816,My left arm is numb. [2816],english,,active
CC02817,Mild 1-minute apgar score of 1 today. [2817],english,,active
CC02818,I am pregnant and have abnormal bowman capsule morphology. [2818],english,,active
CC02819,I need medicine refill. [2819],english,,active
CC02820,My baby keeps vomiting. [2820],english,,active
CC02821,Severe abnormal arcuate vein morphology since since yesterday. [2821],english,,active
CC02822,Mild abdominal wall defect today. [2822],english,,active
CC02823,Pain 2/10 in my head for since yesterday. [2823],english,,active
CC02824,I have 1-minute apgar score of 2. [2824],english,,active
CC02825,My chest hurts. [2825],english,,active
CC02826,I have 3rd toe clinodactyly for 2 days. [2826],english,,active
CC02827,I have asthma and abnormal big toe bones. [2827],english,,active
CC02828,My baby keeps vomiting. [2828],english,,active
CC02829,I have 1-minute apgar score of 2 for today. [2829],english,,active
CC02830,My left arm is numb. [2830],english,,active
CC02831,Temperature 39.5 with abducens nerve palsy. [2831],english,,active
CC02832,"I feel abdominal tenderness, unspecified site. [2832]",english,,active
CC02833,"No 3-hydroxyisobutyryl-coa hydrolase deficiency, only tired. [2833]",english,,active
CC02834,I have diabetes and 6-mercaptopurine exposure. [2834],english,,active
CC02835,I have been experiencing abnormal basal ganglia mri signal intensity. [2835],english,,active
CC02836,My baby keeps vomiting. [2836],english,,active
CC02837,My baby keeps vomiting. [2837],english,,active
CC02838,I have diabetes and 2nd toe symphalangism. [2838],english,,active
CC02839,I cannot breathe. [2839],english,,active
CC02840,My ear hurts. [2840],english,,active
CC02841,Mild abnormal arcuate artery intima/media morphology today. [2841],english,,active
CC02842,"No abnormal carnosine levels in cerebrospinal fluid, only tired. [2842]",english,,active
CC02843,My blood pressure is high. [2843],english,,active
CC02844,I fainted. [2844],english,,active
CC02845,I have been experiencing abnormal 2nd toe phalanx morphology. [2845],english,,active
CC02846,I have diabetes and abnormal brain choline/creatine ratio by mrs. [2846],english,,active
CC02847,I have diabetes and abnormal blood sodium concentration. [2847],english,,active
CC02848,I have diabetes and abnormal calcification of the wrist bones. [2848],english,,active
CC02849,My child has abnormal cd4+ t cell subset proportion. [2849],english,,active
CC02850,I have 2:1 av block for 2 days. [2850],english,,active
CC02851,My child has abnormal amplitude of pattern electroretinogram. [2851],english,,active
CC02852,I have abnormal bones of 4th finger. [2852],english,,active
CC02853,I am pregnant and have abn microbiolog findings in specmn from dgstv org/abd cav. [2853],english,,active
CC02854,Severe 5-minute apgar score of 1 since 2 days. [2854],english,,active
CC02855,My sugar is high. [2855],english,,active
CC02856,Temperature 37.8 with abnormal cardiovascular system morphology. [2856],english,,active
CC02857,Pain 8/10 in my throat for this morning. [2857],english,,active
CC02858,My baby keeps vomiting. [2858],english,,active
CC02859,My eye hurts. [2859],english,,active
CC02860,Mild abnormal apoptosis today. [2860],english,,active
CC02861,My baby keeps vomiting. [2861],english,,active
CC02862,My left arm is numb. [2862],english,,active
CC02863,Mild confusion today. [2863],english,,active
CC02864,I have abnormal abeta 40 level for 1 day. [2864],english,,active
CC02865,I need medicine refill. [2865],english,,active
CC02866,Temperature 38.2 with abnormal bone structure. [2866],english,,active
CC02867,I have asthma and abnormal anterior semicircular canal morphology. [2867],english,,active
CC02868,Mild abnormal bursal fluid morphology today. [2868],english,,active
CC02869,My wound is infected. [2869],english,,active
CC02870,I am pregnant and have 1-minute apgar score of 0. [2870],english,,active
CC02871,My child has 2-hydroxyadipic acid high in urine. [2871],english,,active
CC02872,I have been experiencing abnormal 5th metacarpal epiphysis morphology. [2872],english,,active
CC02873,I cannot breathe. [2873],english,,active
CC02874,My stomach hurts. [2874],english,,active
CC02875,I have abnormal bun concentration. [2875],english,,active
CC02876,I have been experiencing abnormal cd69 upregulation upon tcr activation. [2876],english,,active
CC02877,My wound is infected. [2877],english,,active
CC02878,Temperature 37.8 with abnormal basophil morphology. [2878],english,,active
CC02879,I have been experiencing abn lev hormones in specimens from dgstv org/abd cav. [2879],english,,active
CC02880,I have abnormal blood inorganic cation concentration. [2880],english,,active
CC02881,I have been experiencing abn lev drug/meds/biol subst in specmn from fem gntl organs. [2881],english,,active
CC02882,"No abnormal cardiomyocyte plakoglobin staining, only tired. [2882]",english,,active
CC02883,I need medicine refill. [2883],english,,active
CC02884,I have been experiencing 5-minute apgar score of 6. [2884],english,,active
CC02885,Pain 10/10 in my back for 1 day. [2885],english,,active
CC02886,I need a follow-up. [2886],english,,active
CC02887,I have 5-hydroxymethyluracil high in urine for today. [2887],english,,active
CC02888,I fainted. [2888],english,,active
CC02889,I have abnormal 5th metacarpal epiphysis morphology. [2889],english,,active
CC02890,I cannot breathe. [2890],english,,active
CC02891,I feel abnormal arginine levels in cerebrospinal fluid. [2891],english,,active
CC02892,I am pregnant and have abnormal blood inorganic cation concentration. [2892],english,,active
CC02893,"No abnormal brain creatine level by magnetic resonance spectroscopy, only tired. [2893]",english,,active
CC02894,I need medicine refill. [2894],english,,active
CC02895,My baby keeps vomiting. [2895],english,,active
CC02896,My child has 3-hydroxydicarboxylic aciduria. [2896],english,,active
CC02897,My throat hurts. [2897],english,,active
CC02898,I have abnormal 4th metacarpal morphology. [2898],english,,active
CC02899,My arm hurts. [2899],english,,active
CC02900,I cannot breathe. [2900],english,,active
CC02901,I am pregnant and have abnormal bone structure. [2901],english,,active
CC02902,Pain 2/10 in my back for 1 day. [2902],english,,active
CC02903,My wound is infected. [2903],english,,active
