id,medical_condition,symptom,category,severity_level,urgency_score,emergency_flag,recommended_action,provider_required,hospital_referral,language,synonyms,keywords,hiligaynon_term,status
CTS0039,chickenpox,vesicular rash;fever;itchiness,Infectious,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,bulutong tubig;chicken pox;chickenpox;varicella,chickenpox,bulutong tubig,active
CTS0040,choking,choking,Emergency,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,natabunan ko;wala ko maka-ginhawa tungod sa pagkaon,choking,natabunan ko,active
CTS0041,choking on food,choking on food,Emergency,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,natabunan sang pagkaon,choking on food,natabunan sang pagkaon,active
CTS0042,chronic kidney disease,chronic kidney disease,Urinary,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,ckd,chronic kidney disease,ckd,active
CTS0043,cockroach bite,cockroach bite,Bite,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,ginakagat sang ipis ko;ginkagat ako sang ipis;ginkagat ipis ako;ginkagat sang ipis ko;may kagat sang ipis ko,cockroach bite,ginakagat sang ipis ko,active
CTS0044,collision injury,collision injury,Trauma,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,nabunggo ko,collision injury,nabunggo ko,active
CTS0045,common cold,runny nose;cough,Respiratory,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,colds;common cold;may sip-on;sip-on;sipon,cold;rhinitis,sip-on,active
CTS0046,cough,cough,Respiratory,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may ubo;ubo,cough,may ubo,active
CTS0047,COVID-19,fever;cough;shortness of breath,Infectious,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,corona;coronavirus;covid;covid 19;covid-19,covid;coronavirus,covid,active
CTS0048,crush injury,crush injury,Trauma,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,naipit ang kamot ko;naipit ko,crush injury,naipit ang kamot ko,active
CTS0049,dengue fever,fever;body pain;bleeding,Infectious,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,DB;db;dengue;dengue fever;may dengue,dengue,dengue,active
CTS0050,diabetes mellitus,polyuria;fatigue;polydipsia,Endocrine,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,DM;asukal;diabetes;diabetis;dm;may diabetes,diabetes,diabetis,active
CTS0051,difficulty breathing,difficulty breathing,Respiratory,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,ano ang buhaton budlay magginhawa ko;ano ang buhaton nga budlay magginhawa ko;basin budlay magginhawa ko;basin nga budlay magginhawa ko;daw budlay magginhawa ko;daw nga budlay magginhawa ko;perme budlay magginhawa ko;perme nga budlay magginhawa ko;posible budlay magginhawa ko;posible nga budlay magginhawa ko,difficulty breathing,ano ang buhaton budlay magginhawa ko,active
CTS0052,dog bite,dog bite,Bite,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,ano ang buhaton ginkagat sang ido ko;ano ang buhaton nga ginkagat sang ido ko;basin ginkagat sang ido ko;basin nga ginkagat sang ido ko;daw ginkagat sang ido ko;daw nga ginkagat sang ido ko;doc ginkagat ido ko;gin kagat ako sang ido;gin kagat ido ako;gin kagat sang ido ko;ginakagat sang ido ko;ginakagat sang ido ku;ginkagat ako sang ido;ginkagat ido ako;ginkagat ido ko;ginkagat sang ido ko;ginkagat sang ido ku;kagat ido;may kagat sang ido ko;may kagat sang ido ku;perme ginkagat sang ido ko;perme nga ginkagat sang ido ko;posible ginkagat sang ido ko;posible nga ginkagat sang ido ko,dog bite,ano ang buhaton ginkagat sang ido ko,active
CTS0053,dog bite with bleeding,dog bite with bleeding,Bite,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,bag-o lang gin kagat sang ido ko kag nagdugo gid;bag-o lang gin kagat sang ido ko kag nagdugo gid ko;bag-o lang gin kagat sang ido ko kag nagdugo ko gid;bag-o lang gin kagat sang ido ko kag nagdugo man;bag-o lang gin kagat sang ido ko kag nagdugo na gid;bag-o lang ginkagat sang ido ko kag nag dugo gid;bag-o lang ginkagat sang ido ko kag nag dugo gid ko;bag-o lang ginkagat sang ido ko kag nag dugo ko gid;bag-o lang ginkagat sang ido ko kag nag dugo man;bag-o lang ginkagat sang ido ko kag nag dugo na gid;bag-o lang ginkagat sang ido ko kag nagdugo gid;bag-o lang ginkagat sang ido ko kag nagdugo gid ko;bag-o lang ginkagat sang ido ko kag nagdugo ko gid;bag-o lang ginkagat sang ido ko kag nagdugo man;bag-o lang ginkagat sang ido ko kag nagdugo na gid;bag-o lang ginkagat sang ido ku kag nagdugo gid;bag-o lang ginkagat sang ido ku kag nagdugo gid ko;bag-o lang ginkagat sang ido ku kag nagdugo ko gid;bag-o lang ginkagat sang ido ku kag nagdugo man;bag-o lang ginkagat sang ido ku kag nagdugo na gid;basin gin kagat sang ido ko kag nagdugo gid;basin gin kagat sang ido ko kag nagdugo gid ko;basin gin kagat sang ido ko kag nagdugo ko gid;basin gin kagat sang ido ko kag nagdugo man;basin gin kagat sang ido ko kag nagdugo na gid;basin ginkagat sang ido ko kag nag dugo gid;basin ginkagat sang ido ko kag nag dugo gid ko;basin ginkagat sang ido ko kag nag dugo ko gid;basin ginkagat sang ido ko kag nag dugo man;basin ginkagat sang ido ko kag nag dugo na gid;basin ginkagat sang ido ko kag nagdugo gid;basin ginkagat sang ido ko kag nagdugo gid ko;basin ginkagat sang ido ko kag nagdugo ko gid;basin ginkagat sang ido ko kag nagdugo man;basin ginkagat sang ido ko kag nagdugo na gid;basin ginkagat sang ido ku kag nagdugo gid;basin ginkagat sang ido ku kag nagdugo gid ko;basin ginkagat sang ido ku kag nagdugo ko gid;basin ginkagat sang ido ku kag nagdugo man;basin ginkagat sang ido ku kag nagdugo na gid;daw gin kagat sang ido ko kag nagdugo gid;daw gin kagat sang ido ko kag nagdugo gid ko;daw gin kagat sang ido ko kag nagdugo ko gid;daw gin kagat sang ido ko kag nagdugo man;daw gin kagat sang ido ko kag nagdugo na gid;daw ginkagat sang ido ko kag nag dugo gid;daw ginkagat sang ido ko kag nag dugo gid ko;daw ginkagat sang ido ko kag nag dugo ko gid;daw ginkagat sang ido ko kag nag dugo man;daw ginkagat sang ido ko kag nag dugo na gid;daw ginkagat sang ido ko kag nagdugo gid;daw ginkagat sang ido ko kag nagdugo gid ko;daw ginkagat sang ido ko kag nagdugo ko gid;daw ginkagat sang ido ko kag nagdugo man;daw ginkagat sang ido ko kag nagdugo na gid;daw ginkagat sang ido ku kag nagdugo gid;daw ginkagat sang ido ku kag nagdugo gid ko;daw ginkagat sang ido ku kag nagdugo ko gid;daw ginkagat sang ido ku kag nagdugo man;daw ginkagat sang ido ku kag nagdugo na gid;dugay na gin kagat sang ido ko kag nagdugo gid;dugay na gin kagat sang ido ko kag nagdugo gid ko;dugay na gin kagat sang ido ko kag nagdugo ko gid;dugay na gin kagat sang ido ko kag nagdugo man;dugay na gin kagat sang ido ko kag nagdugo na gid;dugay na ginkagat sang ido ko kag nag dugo gid;dugay na ginkagat sang ido ko kag nag dugo gid ko;dugay na ginkagat sang ido ko kag nag dugo ko gid;dugay na ginkagat sang ido ko kag nag dugo man;dugay na ginkagat sang ido ko kag nag dugo na gid;dugay na ginkagat sang ido ko kag nagdugo gid;dugay na ginkagat sang ido ko kag nagdugo gid ko;dugay na ginkagat sang ido ko kag nagdugo ko gid;dugay na ginkagat sang ido ko kag nagdugo man;dugay na ginkagat sang ido ko kag nagdugo na gid;dugay na ginkagat sang ido ku kag nagdugo gid;dugay na ginkagat sang ido ku kag nagdugo gid ko;dugay na ginkagat sang ido ku kag nagdugo ko gid;dugay na ginkagat sang ido ku kag nagdugo man;dugay na ginkagat sang ido ku kag nagdugo na gid;gin kagat sang ido ko kag nagdugo;ginabalaka ko gin kagat sang ido ko kag nagdugo gid;ginabalaka ko gin kagat sang ido ko kag nagdugo gid ko;ginabalaka ko gin kagat sang ido ko kag nagdugo ko gid;ginabalaka ko gin kagat sang ido ko kag nagdugo man;ginabalaka ko gin kagat sang ido ko kag nagdugo na gid;ginabalaka ko ginkagat sang ido ko kag nag dugo gid;ginabalaka ko ginkagat sang ido ko kag nag dugo gid ko;ginabalaka ko ginkagat sang ido ko kag nag dugo ko gid;ginabalaka ko ginkagat sang ido ko kag nag dugo man;ginabalaka ko ginkagat sang ido ko kag nag dugo na gid;ginabalaka ko ginkagat sang ido ko kag nagdugo gid;ginabalaka ko ginkagat sang ido ko kag nagdugo gid ko;ginabalaka ko ginkagat sang ido ko kag nagdugo ko gid;ginabalaka ko ginkagat sang ido ko kag nagdugo man;ginabalaka ko ginkagat sang ido ko kag nagdugo na gid;ginabalaka ku ginkagat sang ido ko kag nagdugo gid;ginabalaka ku ginkagat sang ido ko kag nagdugo gid ko;ginabalaka ku ginkagat sang ido ko kag nagdugo ko gid;ginabalaka ku ginkagat sang ido ko kag nagdugo man;ginabalaka ku ginkagat sang ido ko kag nagdugo na gid;ginkagat sang ido ko kag nag dugo;ginkagat sang ido ko kag nagdugo;ginkagat sang ido ku kag nagdugo;ginpangayo ko doctor gin kagat sang ido ko kag nagdugo gid;ginpangayo ko doctor gin kagat sang ido ko kag nagdugo gid ko;ginpangayo ko doctor gin kagat sang ido ko kag nagdugo ko gid;ginpangayo ko doctor gin kagat sang ido ko kag nagdugo man;ginpangayo ko doctor gin kagat sang ido ko kag nagdugo na gid;ginpangayo ko doctor ginkagat sang ido ko kag nag dugo gid;ginpangayo ko doctor ginkagat sang ido ko kag nag dugo gid ko;ginpangayo ko doctor ginkagat sang ido ko kag nag dugo ko gid;ginpangayo ko doctor ginkagat sang ido ko kag nag dugo man;ginpangayo ko doctor ginkagat sang ido ko kag nag dugo na gid;ginpangayo ko doctor ginkagat sang ido ko kag nagdugo gid;ginpangayo ko doctor ginkagat sang ido ko kag nagdugo gid ko;ginpangayo ko doctor ginkagat sang ido ko kag nagdugo ko gid;ginpangayo ko doctor ginkagat sang ido ko kag nagdugo man;ginpangayo ko doctor ginkagat sang ido ko kag nagdugo na gid;ginpangayo ku doctor ginkagat sang ido ko kag nagdugo gid;ginpangayo ku doctor ginkagat sang ido ko kag nagdugo gid ko;ginpangayo ku doctor ginkagat sang ido ko kag nagdugo ko gid;ginpangayo ku doctor ginkagat sang ido ko kag nagdugo man;ginpangayo ku doctor ginkagat sang ido ko kag nagdugo na gid;karon gin kagat sang ido ko kag nagdugo gid;karon gin kagat sang ido ko kag nagdugo gid ko;karon gin kagat sang ido ko kag nagdugo ko gid;karon gin kagat sang ido ko kag nagdugo man;karon gin kagat sang ido ko kag nagdugo na gid;karon ginkagat sang ido ko kag nag dugo gid;karon ginkagat sang ido ko kag nag dugo gid ko;karon ginkagat sang ido ko kag nag dugo ko gid;karon ginkagat sang ido ko kag nag dugo man;karon ginkagat sang ido ko kag nag dugo na gid;karon ginkagat sang ido ko kag nagdugo gid;karon ginkagat sang ido ko kag nagdugo gid ko;karon ginkagat sang ido ko kag nagdugo ko gid;karon ginkagat sang ido ko kag nagdugo man;karon ginkagat sang ido ko kag nagdugo na gid;karon ginkagat sang ido ku kag nagdugo gid;karon ginkagat sang ido ku kag nagdugo gid ko;karon ginkagat sang ido ku kag nagdugo ko gid;karon ginkagat sang ido ku kag nagdugo man;karon ginkagat sang ido ku kag nagdugo na gid;subong gin kagat sang ido ko kag nagdugo gid;subong gin kagat sang ido ko kag nagdugo gid ko;subong gin kagat sang ido ko kag nagdugo ko gid;subong gin kagat sang ido ko kag nagdugo man;subong gin kagat sang ido ko kag nagdugo na gid;subong ginkagat sang ido ko kag nag dugo gid;subong ginkagat sang ido ko kag nag dugo gid ko;subong ginkagat sang ido ko kag nag dugo ko gid;subong ginkagat sang ido ko kag nag dugo man;subong ginkagat sang ido ko kag nag dugo na gid;subong ginkagat sang ido ko kag nagdugo gid;subong ginkagat sang ido ko kag nagdugo gid ko;subong ginkagat sang ido ko kag nagdugo ko gid;subong ginkagat sang ido ko kag nagdugo man;subong ginkagat sang ido ko kag nagdugo na gid;subong ginkagat sang ido ku kag nagdugo gid;subong ginkagat sang ido ku kag nagdugo gid ko;subong ginkagat sang ido ku kag nagdugo ko gid;subong ginkagat sang ido ku kag nagdugo man;subong ginkagat sang ido ku kag nagdugo na gid;wala ko kasugtan gin kagat sang ido ko kag nagdugo gid;wala ko kasugtan gin kagat sang ido ko kag nagdugo gid ko;wala ko kasugtan gin kagat sang ido ko kag nagdugo ko gid;wala ko kasugtan gin kagat sang ido ko kag nagdugo man;wala ko kasugtan gin kagat sang ido ko kag nagdugo na gid;wala ko kasugtan ginkagat sang ido ko kag nag dugo gid;wala ko kasugtan ginkagat sang ido ko kag nag dugo gid ko;wala ko kasugtan ginkagat sang ido ko kag nag dugo ko gid;wala ko kasugtan ginkagat sang ido ko kag nag dugo man;wala ko kasugtan ginkagat sang ido ko kag nag dugo na gid;wala ko kasugtan ginkagat sang ido ko kag nagdugo gid;wala ko kasugtan ginkagat sang ido ko kag nagdugo gid ko;wala ko kasugtan ginkagat sang ido ko kag nagdugo ko gid;wala ko kasugtan ginkagat sang ido ko kag nagdugo man;wala ko kasugtan ginkagat sang ido ko kag nagdugo na gid;wala ku kasugtan ginkagat sang ido ko kag nagdugo gid;wala ku kasugtan ginkagat sang ido ko kag nagdugo gid ko;wala ku kasugtan ginkagat sang ido ko kag nagdugo ko gid;wala ku kasugtan ginkagat sang ido ko kag nagdugo man;wala ku kasugtan ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,bag-o lang gin kagat sang ido ko kag nagdugo gid,active
CTS0054,drowning,drowning,Emergency,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nalumos ko,drowning,nalumos ko,active
CTS0055,elbow infection,elbow infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon siko;may nana ko sa siko;may nana sa akon siko;may nana sa siko ko;may nana siko;may nana siko ko,elbow infection,may nana akon siko,active
CTS0056,elbow sprain,elbow sprain,Trauma,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,nabalian akon siko;nabalian gid siko ko;nabalian siko ko,elbow sprain,nabalian akon siko,active
CTS0057,electrical injury,electrical injury,Trauma,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,bag-o lang nakuryente ko sang kuryente gid;bag-o lang nakuryente ko sang kuryente gid ko;bag-o lang nakuryente ko sang kuryente ko gid;bag-o lang nakuryente ko sang kuryente man;bag-o lang nakuryente ko sang kuryente na gid;bag-o lang nakuryente ku sang kuryente gid;bag-o lang nakuryente ku sang kuryente gid ko;bag-o lang nakuryente ku sang kuryente ko gid;bag-o lang nakuryente ku sang kuryente man;bag-o lang nakuryente ku sang kuryente na gid;basin nakuryente ko sang kuryente gid;basin nakuryente ko sang kuryente gid ko;basin nakuryente ko sang kuryente ko gid;basin nakuryente ko sang kuryente man;basin nakuryente ko sang kuryente na gid;basin nakuryente ku sang kuryente gid;basin nakuryente ku sang kuryente gid ko;basin nakuryente ku sang kuryente ko gid;basin nakuryente ku sang kuryente man;basin nakuryente ku sang kuryente na gid;daw nakuryente ko sang kuryente gid;daw nakuryente ko sang kuryente gid ko;daw nakuryente ko sang kuryente ko gid;daw nakuryente ko sang kuryente man;daw nakuryente ko sang kuryente na gid;daw nakuryente ku sang kuryente gid;daw nakuryente ku sang kuryente gid ko;daw nakuryente ku sang kuryente ko gid;daw nakuryente ku sang kuryente man;daw nakuryente ku sang kuryente na gid;doc nakuryente ko;dugay na nakuryente ko sang kuryente gid;dugay na nakuryente ko sang kuryente gid ko;dugay na nakuryente ko sang kuryente ko gid;dugay na nakuryente ko sang kuryente man;dugay na nakuryente ko sang kuryente na gid;dugay na nakuryente ku sang kuryente gid;dugay na nakuryente ku sang kuryente gid ko;dugay na nakuryente ku sang kuryente ko gid;dugay na nakuryente ku sang kuryente man;dugay na nakuryente ku sang kuryente na gid;ginabalaka ko nakuryente ko sang kuryente gid;ginabalaka ko nakuryente ko sang kuryente gid ko;ginabalaka ko nakuryente ko sang kuryente ko gid;ginabalaka ko nakuryente ko sang kuryente man;ginabalaka ko nakuryente ko sang kuryente na gid;ginabalaka ku nakuryente ko sang kuryente gid;ginabalaka ku nakuryente ko sang kuryente gid ko;ginabalaka ku nakuryente ko sang kuryente ko gid;ginabalaka ku nakuryente ko sang kuryente man;ginabalaka ku nakuryente ko sang kuryente na gid;ginpangayo ko doctor nakuryente ko sang kuryente gid;ginpangayo ko doctor nakuryente ko sang kuryente gid ko;ginpangayo ko doctor nakuryente ko sang kuryente ko gid;ginpangayo ko doctor nakuryente ko sang kuryente man;ginpangayo ko doctor nakuryente ko sang kuryente na gid;ginpangayo ku doctor nakuryente ko sang kuryente gid;ginpangayo ku doctor nakuryente ko sang kuryente gid ko;ginpangayo ku doctor nakuryente ko sang kuryente ko gid;ginpangayo ku doctor nakuryente ko sang kuryente man;ginpangayo ku doctor nakuryente ko sang kuryente na gid;karon nakuryente ko sang kuryente gid;karon nakuryente ko sang kuryente gid ko;karon nakuryente ko sang kuryente ko gid;karon nakuryente ko sang kuryente man;karon nakuryente ko sang kuryente na gid;karon nakuryente ku sang kuryente gid;karon nakuryente ku sang kuryente gid ko;karon nakuryente ku sang kuryente ko gid;karon nakuryente ku sang kuryente man;karon nakuryente ku sang kuryente na gid;nakuryente ako;nakuryente gid ko;nakuryente gid ku;nakuryente ko;nakuryente ko sang kuryente;nakuryente ku;nakuryente ku sang kuryente;subong nakuryente ko sang kuryente gid;subong nakuryente ko sang kuryente gid ko;subong nakuryente ko sang kuryente ko gid;subong nakuryente ko sang kuryente man;subong nakuryente ko sang kuryente na gid;subong nakuryente ku sang kuryente gid;subong nakuryente ku sang kuryente gid ko;subong nakuryente ku sang kuryente ko gid;subong nakuryente ku sang kuryente man;subong nakuryente ku sang kuryente na gid;wala ko kasugtan nakuryente ko sang kuryente gid;wala ko kasugtan nakuryente ko sang kuryente gid ko;wala ko kasugtan nakuryente ko sang kuryente ko gid;wala ko kasugtan nakuryente ko sang kuryente man;wala ko kasugtan nakuryente ko sang kuryente na gid;wala ku kasugtan nakuryente ko sang kuryente gid;wala ku kasugtan nakuryente ko sang kuryente gid ko;wala ku kasugtan nakuryente ko sang kuryente ko gid;wala ku kasugtan nakuryente ko sang kuryente man;wala ku kasugtan nakuryente ko sang kuryente na gid,electrical injury,bag-o lang nakuryente ko sang kuryente gid,active
CTS0058,eye burn,eye burn,Burn,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,mapula nasunog mata ko;may pilas nasunog sa mata ko;nasunog akon mata;nasunog gid mata ko;nasunog ko ang mata;nasunog mata ko,eye burn,mapula nasunog mata ko,active
CTS0059,eye infection,eye infection,Infection,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,3 ka adlaw may nana akon mata;5 ka adlaw may nana akon mata;ano ang buhaton may nana akon mata;ano ang buhaton nga may nana akon mata;bag-o lang may nana akon mata;bag-o lang may nana akon mata subong gid;bag-o lang may nana akon mata subong gid ko;bag-o lang may nana akon mata subong ko gid;bag-o lang may nana akon mata subong man;bag-o lang may nana akon mata subong na gid;basin may nana akon mata;basin may nana akon mata subong gid;basin may nana akon mata subong gid ko;basin may nana akon mata subong ko gid;basin may nana akon mata subong man;basin may nana akon mata subong na gid;basin nga may nana akon mata;daw may nana akon mata;daw may nana akon mata subong gid;daw may nana akon mata subong gid ko;daw may nana akon mata subong ko gid;daw may nana akon mata subong man;daw may nana akon mata subong na gid;daw nga may nana akon mata;doc may nana mata ko;dugay na may nana akon mata;dugay na may nana akon mata subong gid;dugay na may nana akon mata subong gid ko;dugay na may nana akon mata subong ko gid;dugay na may nana akon mata subong man;dugay na may nana akon mata subong na gid;gahapon may nana akon mata;ginabalaka ko may nana akon mata subong gid;ginabalaka ko may nana akon mata subong gid ko;ginabalaka ko may nana akon mata subong ko gid;ginabalaka ko may nana akon mata subong man;ginabalaka ko may nana akon mata subong na gid;ginpangayo ko doctor may nana akon mata subong gid;ginpangayo ko doctor may nana akon mata subong gid ko;ginpangayo ko doctor may nana akon mata subong ko gid;ginpangayo ko doctor may nana akon mata subong man;ginpangayo ko doctor may nana akon mata subong na gid;kagapon may nana akon mata;karon may nana akon mata subong gid;karon may nana akon mata subong gid ko;karon may nana akon mata subong ko gid;karon may nana akon mata subong man;karon may nana akon mata subong na gid;may nana akon mata;may nana akon mata 3 ka adlaw;may nana akon mata 5 ka adlaw;may nana akon mata bag-o lang;may nana akon mata dugay na;may nana akon mata gahapon;may nana akon mata kagapon;may nana akon mata semana na;may nana akon mata subong;may nana akon mata subong lang;may nana ko sa mata;may nana mata;may nana mata ko;may nana sa akon mata;may nana sa mata ko;perme may nana akon mata;perme nga may nana akon mata;posible may nana akon mata;posible nga may nana akon mata;semana na may nana akon mata;subong lang may nana akon mata;subong may nana akon mata subong gid;subong may nana akon mata subong gid ko;subong may nana akon mata subong ko gid;subong may nana akon mata subong man;subong may nana akon mata subong na gid;wala ko kasugtan may nana akon mata subong gid;wala ko kasugtan may nana akon mata subong gid ko;wala ko kasugtan may nana akon mata subong ko gid;wala ko kasugtan may nana akon mata subong man;wala ko kasugtan may nana akon mata subong na gid,eye infection,3 ka adlaw may nana akon mata,active
CTS0060,fall injury,fall injury,Trauma,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,nahuad ko;natumba ko,fall injury,nahuad ko,active
CTS0061,fever,fever,General,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,hilanat;may hilanat,fever,hilanat,active
CTS0062,fever with chills,fever;chills,General,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,hilanat kag tugnaw,fever;chills,ginakurog kag ginatugnaw,active
CTS0063,finger bleeding,finger bleeding,Bleeding,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,dugo gid ang tudlo ko;may dugo sa tudlo ko;nagdugo akon tudlo;nagdugo gid tudlo ko;nagdugo tudlo ko,finger bleeding,dugo gid ang tudlo ko,active
CTS0064,finger fracture,finger fracture,Fracture,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nabali acun tudlo;nabali akon tudlo;nabali gid tudlo ko;nabali gid tudlo ku;nabali na akon tudlo;nabali na gid tudlo ko;nabali na tudlo ko;nabali tudlo ko;nabali tudlo ku,finger fracture,nabali acun tudlo,active
CTS0065,finger wound,finger wound,Wound,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,may pilas ako sa tudlo;may pilas akon tudlo;may pilas ko sa tudlo;may pilas sa tudlo ko;nagdugo ang pilas sa tudlo ko;nagdugo pilas ko sa tudlo;nagdugo pilas sa tudlo ko,finger wound,may pilas ako sa tudlo,active
CTS0066,foot bleeding,foot bleeding,Bleeding,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,dugo gid ang tiil ko;may dugo sa tiil ko;nagdugo akon tiil;nagdugo gid tiil ko;nagdugo tiil ko,foot bleeding,dugo gid ang tiil ko,active
CTS0067,foot burn,foot burn,Burn,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,mapula nasunog tiil ko;may pilas nasunog sa tiil ko;nasunog akon tiil;nasunog gid tiil ko;nasunog ko ang tiil;nasunog tiil ko,foot burn,mapula nasunog tiil ko,active
CTS0068,foot fracture,foot fracture,Fracture,EMERGENCY,90,1,Seek emergency medical care immediately / call emergency services.,1,1,en;hil,nabali acun tiil;nabali akon tiil;nabali gid tiil ko;nabali gid tiil ku;nabali na akon tiil;nabali na gid tiil ko;nabali na tiil ko;nabali tiil ko;nabali tiil ku,foot fracture,nabali acun tiil,active
CTS0069,foot wound,foot wound,Wound,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,may pilas ako sa paa;may pilas ako sa tiil;may pilas akon paa;may pilas akon tiil;may pilas ko sa paa;may pilas ko sa tiil;may pilas sa paa ko;may pilas sa tiil ko;nagdugo ang pilas sa paa ko;nagdugo ang pilas sa tiil ko;nagdugo pilas ko sa paa;nagdugo pilas ko sa tiil;nagdugo pilas sa paa ko;nagdugo pilas sa tiil ko,foot wound,may pilas ako sa paa,active
CTS0070,forearm infection,forearm infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon tadlong;may nana ko sa tadlong;may nana sa akon tadlong;may nana sa tadlong ko;may nana tadlong;may nana tadlong ko,forearm infection,may nana akon tadlong,active
CTS0071,forehead infection,forehead infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon bukong;may nana bukong;may nana bukong ko;may nana ko sa bukong;may nana sa akon bukong;may nana sa bukong ko,forehead infection,may nana akon bukong,active
CTS0072,hair infection,hair infection,Infection,NON_URGENT,20,0,Schedule a routine consultation with a healthcare provider.,0,0,en;hil,may nana akon buhok;may nana buhok;may nana buhok ko;may nana ko sa buhok;may nana sa akon buhok;may nana sa buhok ko,hair infection,may nana akon buhok,active
CTS0073,hand bleeding,hand bleeding,Bleeding,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,dugo gid ang kamot ko;may dugo sa kamot ko;nagdugo akon kamot;nagdugo gid kamot ko;nagdugo kamot ko,hand bleeding,dugo gid ang kamot ko,active
CTS0074,hand burn,hand burn,Burn,URGENT,55,0,Consult a healthcare provider as soon as possible (same day / within hours).,1,0,en;hil,mapula nasunog kamot ko;may pilas nasunog sa kamot ko;nasunog akon kamot;nasunog gid kamot ko;nasunog kamot ko;nasunog ko ang kamot,hand burn,mapula nasunog kamot ko,active
